Ncl	51967.9
Pgk1	157981.0
Ace	2053.39
Fth1	78742.8
Myl4	2454.33
Hmgn2	5614.33
Sod2	63954.6
Surf1	4140.8
Nudt10;Nudt11	2460.65
H2az1;H2az2	36822.6
Lrrc4b	11676.2
Pde11a	1309.625
Wipf3	9170.82
Atxn1l	2031.77
	1357.86
Derpc	3308.29
Rps27a;Uba52;Ubb;Ubc	201655.0
Pet117	596.923
Ndufb1	880.565
Calm1;Calm2;Calm3	92778.5
Zftraf1	2037.06
Eef1a1	35916.6
Nid1	5125.74
Alad	4936.79
Ctsb	5416.3
Eif4a2	53961.1
Mapt	67899.9
Txn	27774.1
Gstm1	42465.6
Tcea1	14971.2
Rras	1154.29
Slc3a2	39185.0
H2bc14;H2bc8;H2bc9;Hist2h2bb	120110.0
H1-0	45918.4
Sub1	78984.3
Col1a1	2047.88
Parp1	3392.18
Fn1	1386.79
Gpx1	3162.04
Fabp3	77952.0
Lamp1	3554.1
Hsp90ab1	238270.0
Dmd	2648.95
L1cam	14190.9
Krt8	2660.56
Camk2a	191654.0
Itgb2	1278.14
Itpr1	38984.6
Tcp1	32689.5
App	10709.8
Prkar2a	13367.7
Pfkl	12754.1
Chrm1	5440.3
Calb1	80748.4
Cox5a	19262.9
Pdcd6	8726.74
Prkar1b	5588.58
Cntn1	112668.0
Scg5	2504.13
Rpl7a	21686.2
Scd2	2202.48
Gsn	12055.1
Fosb	1265.44
Umps	2921.46
Myh8	4638.0
Ncam1	92659.2
Gpd1	16441.9
Dnmt1	2169.94
Atp1b1	305042.0
C1qb	2560.86
Rpl27a	33904.4
Rps16	26649.2
Rpl7	22640.9
Mdh1	179808.0
Rpsa	61186.3
Calr	18485.9
Atp1b2	59144.3
Srp54	4726.07
Hspb1	3135.56
Psmd3	10724.2
Lmnb1	27890.6
Anxa6	19463.7
Rplp0	9479.33
Map1b	37863.1
Glul	125370.0
Cdh2	10536.3
Insr	887.336
Ntrk2	900.548
Bpgm	903.754
Cd44	1334.28
Kcnc1	1817.11
Sptb	9454.32
Nme1	42475.8
H1-2	530.405
Atp6v0a2	1292.04
Chgb	3215.73
Lgals1	1626.92
Prkce	13465.5
Ldhb	118155.0
Srp14	2063.29
Slc4a3	3293.52
Cnp	204051.0
Mmut	6691.96
Kcna1	11797.6
Kcna3	2857.5
Enpep	1017.48
Ass1	27868.1
Sptan1	174055.0
Gapdh	266610.0
Atf2	2838.28
Lamp2	2787.24
Hmga1	10303.9
Hspa2	13577.5
Eno1	365043.0
Eno2	108039.0
Ptbp1	2326.44
Ap2a1	103906.0
Ap2a2	24814.4
Gba1	531.216
Selenbp1	4911.36
Cox7c	36493.2
Hk1	172764.0
Ppia	173934.0
Tpi1	124655.0
Slc2a1	19058.7
Hspa1a;Hspa1b	10502.8
Lyz1	1646.1
Ptpra	7206.84
Ctsd	11088.9
	1397.83
Bsg	29599.8
Slc7a2	1671.96
Rps6ka3	1583.02
Cfl1	44507.1
Phka1	1010.21
Gnao1	381098.0
Fasn	26413.2
Lama1	2650.3
Gstp1	12079.0
Nefh	30757.9
Rpl13a	9918.69
Nelfe	2454.12
Cox5b	105018.0
Cox4i1	134318.0
Lsp1	1796.79
Hspa5	53065.1
Hexb	16954.7
Tmsb4x	449.518
Prdx3	42799.9
Vim	20083.3
F3	3308.03
Map2	67250.4
Prkca	9632.35
Fcer1g	2678.23
Mag	27482.1
Tpm3	51094.9
Ubl4a	10204.8
Gna11	38838.0
Gnaq	25702.5
Abcb1a	2415.47
Cst3	16371.6
Gc	1004.6
Lmnb2	22633.5
Pcsk2	2145.61
Ache	20265.2
Tgm2	1035.96
Emb	4550.46
Penk	5015.14
Fech	7766.71
Cbl	2945.71
Gabrg2	8176.88
Ap1g1	13574.4
Hmbs	723.861
Gabrd	2018.75
Eif3a	9269.43
Cbx3	8722.61
Gja1	7242.35
Prkch	3212.05
Xrcc6	945.156
Pnp	4353.35
Pcmt1	25064.5
Gfus	6012.81
Gria1	17108.4
Gria2	28391.6
Cryab	9102.27
Cat	4021.34
Bcat1	4098.81
Ppib	9628.44
Gsta4	20792.5
Lta4h	14495.2
Th	12836.4
Impdh2	9266.68
Aldh1a1	28819.8
M6pr	700.418
Cdk11b	2898.5
Rps2	14853.5
Timp2	979.556
Ubtf	9392.66
Tln1	5534.01
Ezr	40222.0
Msn	4897.13
Rdx	20453.7
Gabra2	1743.6
Gabra3	2688.11
Ctnna1	3548.25
Chga	2347.57
Ptma	1926.16
U2af2	16806.6
Glud1	81601.1
Pik3r1	3449.47
Psmd7	6245.81
Sars1	12105.3
Marcks	64788.0
Fkbp1a	97769.4
Snrpb	36634.9
Map4	9299.26
Gna13	30947.2
Plaa	7624.92
Xrcc5	1009.08
Rpl3	9393.39
Rasgrf1	3239.06
Pdia3	47716.6
Braf	7837.63
Psmb8	9718.985
Aco1	6295.63
Apex1	8614.21
Adh5	11845.2
Slc6a9	9688.16
Adss1	9827.12
Camk2b	35797.9
Nap1l1	3673.98
Atxn10	4077.66
Celf1	2110.2
Nckap1	24464.4
Septin4	20128.7
Napb	69467.0
Marcksl1	1837.95
Rxra;Rxrg	659.958
Rxrb	1346.94
Kif5c	15934.3
Kif2a	16963.7
Kif3a	5092.88
Prkcd	3209.04
Tbp	831.184
Pabpc1	40139.1
Ftl1	17814.1
Hexa	5651.09
Vcam1	2823.98
Nedd8	27472.0
Oat	7310.78
Ckmt1	165759.0
Nktr	683.021
Fkbp4	7779.48
Tacr1	1104.54
Hmgb2	2273.02
Ctnnd1	5601.06
Des	886.8140000000001
Aimp1	5286.95
Prkar2b	54194.4
Slc6a1	16612.8
Slc6a11	49838.9
Akt1	2208.93
Dbi	13098.5
Map2k1	20919.9
Scp2	7912.39
Slc2a3	6127.31
Ssb	6910.96
Chrm4	966.891
Drg1	5761.52
Serpinc1	287.718
Pvalb	2805.15
Kras	23804.4
Wars1	9615.52
Kif1a	12224.4
Kif5a	3238.39
Ranbp1	14630.5
Ptk2	8789.32
Mif	14523.3
Ephx2	8476.96
Usp4	2458.76
Ptpn11	14149.2
Rab3d	28073.7
Rab5c	26263.4
Rab6a	18725.4
Rab21	8734.65
Rab12	4452.57
Rab22a	4525.52
Rab23	6690.89
Rab24	5855.28
Rab18	10491.8
Icam2	734.414
Grin2a	4295.32
Grin1	14773.8
Pdha1	143541.0
Fah	10801.0
Ret	1113.88
Fbl	15236.3
Kcnj2	1930.83
Canx	28597.0
Ap1m1	5417.69
Prdx1	59780.3
Cd81	7613.41
Gpm6a	214334.0
Gpm6b	35631.8
Ptpn1	1439.42
Fmr1	2829.66
Rpl12	17427.1
Rpl18	53753.3
Cpox	2593.79
Gnl1	11852.1
Ppm1b	4760.54
Por	18540.2
Tagln	2547.19
Hmgcl	8220.31
Ttl	1426.75
Hspa9	67111.9
Cdh4	5076.92
Dnm1	137979.0
Dnm2	3195.84
Grik2	6330.16
Man1a2	1961.48
Tjp1	5037.36
Fyn	6437.58
Fen1	1675.38
Cap1	19582.6
Tkt	44163.1
Chd1	2906.85
Cd82	4905.03
Vps26a	15670.0
Tfam	9247.08
Inmt	1037.4815
Rpl28	7394.35
Acsl1	8460.7
Abca1	1690.335
Abca2	2473.32
Csk	4580.07
Matk	1886.29
Tac1	2250.98
Pbx1	3556.17
Eci1	8442.36
Foxk1	3381.98
Septin2	9136.07
Stat1	2063.39
Stat3	1290.79
Stat5a;Stat5b	1243.52
Eps15	2189.11
Pura	52135.6
Htt	8493.11
Cct8	28507.5
Slc1a2	153161.0
Cox6a1	11917.9
Nr2f6	1710.48
Msh2	2603.48
H1-4	275892.0
H1-1	19144.3
H1-5	22153.6
H1-3	291152.0
Itgav	4439.85
Akr1b1	20715.1
Cfl2	4373.16
Fkbp2	17945.9
Acadm	17997.1
Rangap1	7784.86
Syt1	62340.0
Syt2	3488.67
Cdkn1b	4094.0
Nsf	242015.0
Vps4b	3179.93
Psmc2	12735.9
Rab11b	41851.4
Ina	180539.0
Nf2	732.5905
Adss2	16902.7
Myo1b	5290.65
Nedd4	5125.14
Stt3a	7136.71
Cryz	7338.67
Rph3a	27818.0
Aldh2	52694.4
Aldh3a2	5956.64
Cnr1	19236.9
Capza1	7935.47
Capza2	10092.2
Capzb	29965.0
Srprb	1561.02
Nsg2	626.425
Gsr	9950.33
Mtx1	10676.1
Map2k4	10646.1
Mapk14	2186.13
Gfpt1	2372.64
Pfkm	90349.7
Scg3	2414.75
Rpl6	53164.6
Rpl29	12094.4
Crat	7329.01
Crkl	4398.84
Rpl5	6096.75
Rpl13	67495.6
Rpl36	2677.23
Eif1;Eif1b	10783.3
Anxa5	20795.6
Epb41	3371.03
Gad1	7669.24
Gad2	11389.3
Tbca	11700.9
Ppp3cb	49068.7
Lmna	64769.1
Hspa4l	32749.5
Cbr1	37439.5
Cox7a2	101282.0
Gstm5	21968.6
Slc25a4	358388.0
Cit	10690.3
Camlg	2795.82
Nr2c2	2587.57
Ercc3	505.421
Hnrnpa1	94610.6
Inpp1	10499.5
Ppm1a	16078.0
Ptpre	4061.46
Pcyt1a	4591.74
Cdk5	15162.9
P2ry1	1318.59
Psma2	14216.8
Psen1;Psen2	481.843
Tmod1	3310.13
Cav1	4960.66
Impdh1	3562.13
S100b	3280.69
Bckdha	8990.46
Hsd17b8	13382.5
Ahcy	18736.2
Gdi1	47715.0
Sts	1897.91
Arsb	2702.47
Krt6a	24496.6
Atp6v1a	161261.0
Atp6v1e1	149838.0
Acadvl	5917.71
Pa2g4	10433.3
Tub	921.019
Cast	1151.12
Dvl1	1057.05
Rab7a	50917.2
Uros	4483.96
Acadl	9932.91
Ppox	1826.13
Rpl9	7379.84
Gpc4	4903.56
Hsd17b4	13011.6
Clcn3	3560.46
Adcy9	5572.92
Gss	3798.8
Hdgf	17686.5
Atp6v0d1	211545.0
Fabp7	5256.96
Slc25a5	115790.0
Apod	2420.79
Mnat1	1664.41
Kcnj4	4917.02
Tst	10659.9
Kpna2	780.678
Pon1	350.074
Pold1	2806.12
Polr1c	4597.41
Usp10	3338.71
Pkm	179401.0
Ube2e3	5434.03
Ndufs6	11300.5
Uck1	5078.48
Rida	10416.6
Cpt2	2123.51
Tia1	2674.94
Rpl10a	29120.1
Dbt	9447.72
Cux1	1193.93
Rabggtb	4871.22
Hccs	664.443
Pitpna	20723.4
Pitpnb	2223.81
Slc16a1	2740.74
Rab2a	24704.1
Anapc1	6866.3
Idh2	36856.4
Dnajc2	925.8009999999999
Stom	580.245
Stmn1	55904.0
Atxn1	5064.22
Msh6	1767.26
Cacnb3	5193.12
Rad23a	2241.23
Rad23b	17535.2
Nub1	4113.09
Faf1	7408.15
Ephb4	4232.79
Psmc4	20729.9
Tango2	17269.9
Galc	1061.97
Adsl	9978.0
Ddx6	13516.6
Ptpn5	4282.71
Hmgcs2	5020.51
Adprh	9099.87
Slc12a2	10848.2
Pltp	1913.96
Ncan	40349.4
Aqp4	6611.71
Abcd3	5713.42
Kmt2a	2419.39
Rab8a	3016.97
Adk	6143.38
Cdh11	3056.34
Lrpap1	7202.25
Stmn2	40003.8
Golga3	2488.4
Atp5mf	166072.0
Rrp1	1854.21
Gfer	3042.54
Rab4a	3467.71
Acyp2	6919.67
Acyp1	11465.8
Atp5mpl	4894.52
Nudt2	4112.66
Atp5f1e	264.886
Atp5mc1;Atp5mc2;Atp5mc3	3865.2
Cox6b1	13973.7
Cox7b	4558.355
